url_length,dot_count,hyphen_count,underscore_count,slash_count,question_count,equal_count,at_count,ampersand_count,digit_count,alpha_count,is_https,has_ip,subdomain_count,has_suspicious_keywords,hostname_length,path_length,query_length,fragment_length,parameter_count,colon_count,semicolon_count,comma_count,dollar_count,percent_count,tilde_count,plus_count,special_char_count,entropy,brand_impersonation,label
21,2,0,0,2,0,0,0,0,0,16,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.5945,0,1
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.6235,0,1
33,3,0,0,2,0,0,0,0,0,27,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,6,3.9832,0,1
30,3,1,0,2,0,0,0,0,0,23,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,7,3.8062,0,1
48,2,0,0,2,0,0,0,0,21,22,0,0,1,0,41,0,0,0,0,1,0,0,0,0,0,0,5,4.1633,0,0
23,2,0,0,2,0,0,0,0,0,18,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,5,3.6753,0,1
24,2,0,0,2,0,0,0,0,0,19,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.835,0,0
27,3,0,0,2,0,0,0,0,0,21,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,6,3.9582,0,1
23,2,1,0,2,0,0,0,0,0,17,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,6,3.4144,0,1
77,4,0,0,7,0,0,0,0,2,63,0,0,2,1,25,45,0,0,0,1,0,0,0,0,0,0,12,4.0887,0,0
22,2,0,0,2,0,0,0,0,0,17,1,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,5,3.4474,0,1
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.7381,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.0836,0,1
24,2,0,0,2,0,0,0,0,0,19,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,3.7406,0,0
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.838,0,1
98,1,1,0,4,1,3,0,1,6,79,1,0,0,0,26,7,56,0,2,1,0,0,0,0,0,1,13,4.8208,0,0
27,2,0,0,2,0,0,0,0,0,22,1,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,5,3.736,0,1
39,2,0,0,2,0,0,0,0,0,34,1,0,1,0,31,0,0,0,0,1,0,0,0,0,0,0,5,3.9359,0,1
40,2,0,0,2,0,0,0,0,0,35,1,0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,5,3.9964,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.1106,0,1
20,2,0,0,2,0,0,0,0,0,15,1,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,5,3.6842,0,1
29,2,0,0,2,0,0,0,0,0,24,0,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,4.0178,0,0
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.7962,0,1
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,3.889,0,1
32,2,2,0,2,0,0,0,0,0,25,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,7,4.1014,1,1
21,3,0,0,2,0,0,0,0,0,15,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,6,3.5226,0,1
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,3.9779,0,1
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.9387,0,1
30,3,0,0,2,0,0,0,0,0,24,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,6,3.8729,0,1
23,2,0,0,2,0,0,0,0,0,18,1,0,1,0,15,0,0,0,0,1,0,0,0,0,0,0,5,3.6753,0,1
32,2,1,0,2,0,0,0,0,0,26,1,0,1,0,24,0,0,0,0,1,0,0,0,0,0,0,6,4.1403,0,1
21,2,0,0,2,0,0,0,0,0,16,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.6538,0,1
25,2,0,0,2,0,0,0,0,0,20,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,5,4.0537,0,1
34,2,1,0,3,0,0,0,0,6,21,1,0,1,0,25,1,0,0,0,1,0,0,0,0,0,0,7,4.3487,0,0
31,3,0,0,2,0,0,0,0,0,25,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,6,4.0181,0,1
34,2,0,0,2,0,0,0,0,0,29,1,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,5,4.1019,0,1
30,2,0,0,2,0,0,0,0,0,25,1,0,1,0,22,0,0,0,0,1,0,0,0,0,0,0,5,3.9899,0,1
25,2,1,0,2,0,0,0,0,0,19,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,6,3.7035,0,1
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,3.9536,0,1
26,3,0,0,2,0,0,0,0,1,19,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,6,4.1039,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.7534,0,1
32,2,1,0,3,0,0,0,0,0,25,1,0,1,0,23,1,0,0,0,1,0,0,0,0,0,0,7,3.9528,0,0
33,2,0,0,2,0,0,0,0,0,28,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,5,4.0408,0,1
25,3,0,0,2,0,0,0,0,0,19,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,6,3.9133,0,1
26,2,0,0,2,0,0,0,0,0,21,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,5,3.8441,0,1
26,3,0,0,2,0,0,0,0,0,20,1,0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,6,3.8441,0,1
32,3,1,0,2,0,0,0,0,0,25,0,0,2,0,25,0,0,0,0,1,0,0,0,0,0,0,7,3.9917,0,0
28,3,0,0,2,0,0,0,0,0,22,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,6,3.6995,0,1
25,3,0,0,2,0,0,0,0,0,19,1,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,6,3.7533,0,1
24,2,0,0,2,0,0,0,0,0,19,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,5,3.8035,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.9677,0,1
24,2,1,0,2,0,0,0,0,0,18,1,0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,6,3.7721,0,1
30,3,1,0,2,0,0,0,0,0,23,1,0,2,0,22,0,0,0,0,1,0,0,0,0,0,0,7,3.8314,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,3.5122,0,1
31,2,0,0,2,0,0,0,0,0,26,1,0,1,0,23,0,0,0,0,1,0,0,0,0,0,0,5,3.6923,0,1
28,2,0,0,2,0,0,0,0,0,23,1,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,5,4.0391,0,1
36,2,1,0,2,0,0,0,0,0,30,1,0,1,0,28,0,0,0,0,1,0,0,0,0,0,0,6,4.0095,0,1
21,2,0,0,2,0,0,0,0,0,16,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,5,3.7849,0,1
